Date,AAPL,MSFT,GOOG,GOOGL,AMZN,NVDA,META,TSLA,BRK-B,LLY
2020-10-02,109.93656158447266,198.02525329589844,72.49009704589844,72.34610748291016,156.25,13.023231506347656,258.5217590332031,138.3633270263672,211.17999267578125,137.29811096191406
2020-10-05,113.32162475585938,202.0492706298828,73.86195373535156,73.69950103759766,159.9600067138672,13.6017484664917,263.2060546875,141.89332580566406,212.36000061035156,138.64077758789062
2020-10-06,110.07274627685547,197.75631713867188,72.24256896972656,72.11847686767578,154.9980010986328,13.695466041564941,257.24871826171875,137.9933319091797,210.25999450683594,136.27699279785156
2020-10-07,111.94036102294922,201.52108764648438,72.58306121826172,72.52205657958984,159.7845001220703,13.922289848327637,256.7117004394531,141.76666259765625,213.2899932861328,140.84381103515625
2020-10-08,111.8333969116211,202.24134826660156,73.85748291015625,73.72931671142578,159.52749633789062,13.797412872314453,262.32086181640625,141.97332763671875,215.14999389648438,145.13645935058594
2020-10-09,113.77879333496094,207.26425170898438,75.3133316040039,75.072265625,164.33250427246094,13.721639633178711,263.0071105957031,144.6666717529297,215.67999267578125,148.332275390625
2020-10-12,121.006103515625,212.63290405273438,77.99388885498047,77.76313018798828,172.14649963378906,14.183504104614258,274.2455139160156,147.43333435058594,216.41000366210938,146.07252502441406
2020-10-13,117.79611206054688,214.03509521484375,78.1196517944336,77.88639068603516,172.18150329589844,14.205687522888184,274.63336181640625,148.88333129882812,212.30999755859375,141.9027862548828
2020-10-14,117.88368225097656,212.1143035888672,77.94071197509766,77.70597076416016,168.1855010986328,14.053146362304688,270.3369140625,153.76666259765625,210.91000366210938,140.37106323242188
2020-10-15,117.41676330566406,210.9617919921875,77.495849609375,77.30984497070312,166.9324951171875,13.928269386291504,265.2647399902344,149.6266632080078,211.64999389648438,138.7825927734375
2020-10-16,115.77287292480469,210.9617919921875,78.18575286865234,77.9177017211914,163.635498046875,13.770242691040039,264.4790344238281,146.55667114257812,211.91000366210938,138.15855407714844
